,GISJOIN,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Leng,Shape_Area,new_YEAR,new_STATE,new_COUNTY,new_COUN_1,new_TRACT,new_BLKGRP,new_GEOID,new_TOTAL_,new_WHITE_,new_PERCEN,GISJOIN_2,STATEFP_2,COUNTYFP_2,TRACTCE_2,BLKGRPCE_2,GEOID_2,NAMELSAD_2,MTFCC_2,FUNCSTAT_2,ALAND_2,AWATER_2,INTPTLAT_2,INTPTLON_2,Shape_Le_1,Shape_Ar_1,CSV_STATE,CSV_COUNTY,CSV_TRACT,CSV_BLKGRP,CSV_TOTAL_,CSV_WHITE_,CSV_PERCEN,CSV_INCOME,geometry
0,G13008900201001,13,089,020100,1,130890201001,Block Group 1,G5030,S,1093989.0,11802.0,+33.7998709,-084.3432667,5147.48480366,1105789.96974,2015-2019,Georgia,DeKalb County,89,20100,1,15000US130890201001,1997,1717,0.85978968452679,G13008900201001,13,089,020100,1,130890201001,Block Group 1,G5030,S,1093989.0,11802.0,+33.7998709,-084.3432667,5147.48480366,1105789.96974,Georgia,DeKalb County,20100,1,1997,1717,0.859789685,170096.0,"POLYGON ((-84.3377330001271 33.80448699938485, -84.33788500047814 33.80419799909101, -84.33801800011416 33.80389699928368, -84.338075000054 33.80359899904663, -84.33832199977417 33.80378599902892, -84.3383279998538 33.80371099934541, -84.33834599998808 33.80347699940059, -84.33838800017071 33.8029179989401, -84.3384209994452 33.80257899937481, -84.33843999918491 33.80228899962831, -84.33845600046057 33.80208399943737, -84.33850099977541 33.80154099911997, -84.33832900049154 33.80122599878558, -84.33827400009993 33.80112399898373, -84.33825499986162 33.801089999313, -84.33839400018013 33.80104399913554, -84.33849899930054 33.8010089990925, -84.33851599940377 33.80068699929266, -84.33842099934064 33.80049499984477, -84.33876600075453 33.80004699948529, -84.3388460009164 33.79994199879537, -84.33895800022415 33.79979899840735, -84.33899300047571 33.79975699897187, -84.3390140001907 33.79972799961141, -84.33957900027777 33.79900599891855, -84.34053900004626 33.79778199934774, -84.34154699991582 33.79648599923988, -84.34177199989318 33.79620399932286, -84.34184700031598 33.79610899921096, -84.34286499914634 33.79611699934365, -84.34287399947937 33.79605599917124, -84.34287099935513 33.7958909997331, -84.34287100005264 33.79587899862823, -84.34283399994047 33.79562599900432, -84.3428569999824 33.7954859989499, -84.34291399971507 33.79536199913363, -84.34296700016787 33.79528599963435, -84.34302500011233 33.79520199876076, -84.34331000091633 33.7948529989467, -84.34354799929905 33.79461399863501, -84.34294700004342 33.79426899893662, -84.34317899981464 33.79392599897989, -84.34328300030671 33.79370699925552, -84.34331799943547 33.79346299901882, -84.34327000023518 33.79298199891919, -84.34327000072837 33.79293299851351, -84.34326599960224 33.7925679992366, -84.34331299976883 33.79218399968092, -84.3433360002111 33.79210799936487, -84.34339899946087 33.79200899972528, -84.34349199933344 33.79188999951666, -84.34350600048036 33.79187599983405, -84.34366199994479 33.7917209990615, -84.34382299976377 33.79153799926227, -84.34387899915632 33.79147399903928, -84.34399100006968 33.79127199926564, -84.34402199966628 33.79115999851602, -84.34403399947891 33.7911169993022, -84.34403599968525 33.79056099876438, -84.34434799995664 33.79053399903605, -84.34462300014951 33.79048099880357, -84.34492800034444 33.79044499902174, -84.34532700026305 33.79042099906109, -84.34654600047475 33.79049699885006, -84.34667800057869 33.7904909996645, -84.34687800078899 33.79046099888609, -84.34692199930075 33.79045399899768, -84.34708199990777 33.79042599880533, -84.3472779998696 33.79039399910787, -84.34755200008243 33.79036599872549, -84.3475910001513 33.79036499912041, -84.34787899999803 33.79039099903527, -84.3478949992484 33.7903919991904, -84.34805399973705 33.79042899917633, -84.34842999974244 33.79051899865583, -84.34829800002824 33.79151099848346, -84.34828400059843 33.79156899857934, -84.34827700054075 33.7915959992996, -84.34827416451043 33.79160828470957, -84.34827399955915 33.79160899926251, -84.3482250003682 33.79180499876133, -84.34823424397548 33.79185977591649, -84.34825200029496 33.79196499875069, -84.34826500052279 33.79204499900509, -84.34827300014355 33.7920939987337, -84.34832599945892 33.79240999854482, -84.34831088715639 33.79257558405707, -84.34830300038549 33.79266199911899, -84.34821900045249 33.79367699872304, -84.34822269993791 33.79441464182847, -84.34822400070395 33.7946739990416, -84.3482240002905 33.79605699867993, -84.34822299998523 33.79759499836099, -84.34822199980634 33.79850899826955, -84.34822200041171 33.79857299942272, -84.34822200015243 33.79859493792415, -84.34822199992719 33.79861399935162, -84.34822500036039 33.80190399873305, -84.34819700020188 33.80254999895743, -84.3481903281736 33.8027032745953, -84.34812500080254 33.80420399839196, -84.34815299965658 33.8046249993191, -84.34816000022526 33.80473499907061, -84.34816999970775 33.80487899892504, -84.3481776898569 33.80499553315308, -84.34818299989267 33.80507599963876, -84.34818631919337 33.805126090138, -84.3481940000285 33.80524199889107, -84.34822500022025 33.80570399911706, -84.34832400000144 33.80630099909001, -84.34832575663559 33.8063314523733, -84.34832699949554 33.80635299877183, -84.34832699949554 33.80635299877183, -84.34815299985279 33.80624399926871, -84.34803900019895 33.80618199891556, -84.3480230001728 33.8061729984289, -84.34790099950925 33.80612399938025, -84.34767299990273 33.80605199928281, -84.34714700012344 33.80592299855762, -84.34689700008668 33.80584699867523, -84.34675699957484 33.8058049990159, -84.34612399993514 33.80560199933016, -84.34562600062233 33.80543399905045, -84.34546199994681 33.80539499903247, -84.34531700067332 33.8053599988272, -84.34511399946604 33.80531699920066, -84.34497299955709 33.80527099918397, -84.3449029995966 33.80523399904811, -84.3448369995688 33.80516899906883, -84.34466099912834 33.80489499941623, -84.34459000042013 33.80476899848227, -84.34449700004751 33.80463699850869, -84.34442899980601 33.80456399934013, -84.3443720003599 33.8045659993786, -84.34266499986384 33.80463699891807, -84.34249600028382 33.80461899862593, -84.34151400071994 33.80460599932466, -84.3411199999546 33.80458899973164, -84.34069400000133 33.80461399914072, -84.33841099974146 33.80458699955299, -84.33826000063443 33.80458199898953, -84.33826900026109 33.80443699876108, -84.33804699955452 33.80453499839771, -84.33792500068763 33.80458899937265, -84.3377330001271 33.80448699938485))"
1,G13008900202001,13,089,020200,1,130890202001,Block Group 1,G5030,S,1015243.0,0.0,+33.7755070,-084.3372203,4630.18792861,1015244.72421,2015-2019,Georgia,DeKalb County,89,20200,1,15000US130890202001,595,525,0.882352941176471,G13008900201001,13,089,020100,1,130890201001,Block Group 1,G5030,S,1093989.0,11802.0,+33.7998709,-084.3432667,5147.48480366,1105789.96974,Georgia,DeKalb County,20200,1,595,525,0.882352941,106023.0,"POLYGON ((-84.33002900045084 33.77489299834488, -84.33025600038812 33.77475299929002, -84.33045599998057 33.77460899907048, -84.33055999963987 33.77448299840552, -84.33064199972237 33.77433199867436, -84.33072600008111 33.77407699876021, -84.33078700038152 33.77382199911227, -84.33087400029635 33.77368499863529, -84.33093299947443 33.77362899902042, -84.33107400023589 33.77351699955026, -84.33124899995923 33.77343199868351, -84.33138599953124 33.77338099888258, -84.33168300009498 33.77295799955811, -84.33188000012619 33.77269099877374, -84.33203199993694 33.7725359991712, -84.33222700011183 33.77237299900995, -84.33255299994381 33.77212799882957, -84.33271599989602 33.77198499912532, -84.33285700056024 33.77186299906089, -84.33299100027521 33.77172299950482, -84.33303000062372 33.77162799953383, -84.33416299980149 33.77164699957552, -84.33428100059379 33.77165499841874, -84.33526799980579 33.77166099896376, -84.33574599931741 33.77167699863709, -84.33587000023796 33.77165999916978, -84.33592399980935 33.77163099941467, -84.33593600003304 33.77161099941602, -84.33669700027765 33.77160999933912, -84.33891500009554 33.77161199903448, -84.33925799984362 33.77161299956252, -84.33932199935617 33.77113999929554, -84.33937399908913 33.77117499943256, -84.33946800015485 33.77118699866291, -84.33985800090279 33.77118599930691, -84.3416179990854 33.77120899910347, -84.34165699996628 33.77179099914059, -84.3417019994518 33.77212399857878, -84.34179699943549 33.77281699924046, -84.34232400029323 33.77273499883164, -84.34264999990016 33.77267399886115, -84.34283299956392 33.77264399897418, -84.34299400008614 33.77265599941126, -84.34321499979828 33.77271199890301, -84.34345699975476 33.77275099922073, -84.34376699995406 33.7727629990228, -84.34383099977239 33.77275899914647, -84.34403399975245 33.77341399873117, -84.34416400047927 33.77378899906972, -84.34425800023246 33.77400199917873, -84.34430999934054 33.77412299911283, -84.34441200015274 33.77425899938501, -84.34459800089562 33.77447399951468, -84.34489199985074 33.77477599876845, -84.34494799976024 33.77506299968854, -84.34497099932291 33.77529999934506, -84.34494399978401 33.77549399933002, -84.34487599967498 33.77575399883289, -84.34476699985612 33.77599699947255, -84.34458599972885 33.77628899882405, -84.3444069993414 33.77652199883162, -84.3441770003883 33.77674499880271, -84.34396900000854 33.77692699873553, -84.34365800001918 33.77718199906388, -84.34342800059636 33.77739699944519, -84.34325999949213 33.77758699857337, -84.34283400049902 33.77828799844391, -84.34242200003142 33.77885399861128, -84.34214799972104 33.77913399946316, -84.34209799976068 33.77918499851037, -84.34199599993283 33.77928099850296, -84.34092900073968 33.77927399909429, -84.33926399989537 33.77926399874897, -84.33903299964136 33.77926199913666, -84.33866600056044 33.77925899916321, -84.33843100058606 33.77907599885057, -84.33811499966905 33.77882999966498, -84.33769300076949 33.77850099843678, -84.33764099917859 33.77846699914221, -84.33750399960154 33.77858399871869, -84.33741100015209 33.77866299946997, -84.33738999965861 33.77868599888981, -84.33776700036826 33.77893299887864, -84.3381370005324 33.77917699968012, -84.33822100010602 33.77923799984975, -84.336945000219 33.77926099856766, -84.33453599995943 33.77929999858428, -84.33425399992647 33.77930399910611, -84.3337999999026 33.779310999612, -84.33365899996836 33.77931399965495, -84.3336040000336 33.77935799917761, -84.33340799988042 33.77948099941874, -84.33289500062064 33.77970599973614, -84.33283800052581 33.77959499894506, -84.33281200029522 33.77951599856203, -84.33275200036793 33.77932799933617, -84.33274499975985 33.77930599882195, -84.33277900050413 33.77919699942069, -84.33304099958454 33.77891499872748, -84.33327399977699 33.77859499932848, -84.33310500011964 33.77850899940835, -84.33225000031929 33.77807099852568, -84.33183999991496 33.77924899911791, -84.33006400052389 33.77925299919353, -84.33006299968453 33.77817199886928, -84.33002900045084 33.77489299834488))"
2,G13008900202002,13,089,020200,2,130890202002,Block Group 2,G5030,S,513369.0,0.0,+33.7758030,-084.3462913,4211.4111768,513366.679359,2015-2019,Georgia,DeKalb County,89,20200,2,15000US130890202002,1286,901,0.700622083981338,G13008900201001,13,089,020100,1,130890201001,Block Group 1,G5030,S,1093989.0,11802.0,+33.7998709,-084.3432667,5147.48480366,1105789.96974,Georgia,DeKalb County,20200,2,1286,901,0.700622084,80735.0,"POLYGON ((-84.34507000012897 33.77932399881269, -84.34496599989377 33.77932599904555, -84.34484100046413 33.77949299937833, -84.34452399924822 33.77936599935854, -84.34438799999546 33.77930399898973, -84.34222999994476 33.77928099871772, -84.34199599993283 33.77928099850296, -84.34209799976068 33.77918499851037, -84.34214799972104 33.77913399946316, -84.34242200003142 33.77885399861128, -84.34283400049902 33.77828799844391, -84.34325999949213 33.77758699857337, -84.34342800059636 33.77739699944519, -84.34365800001918 33.77718199906388, -84.34396900000854 33.77692699873553, -84.3441770003883 33.77674499880271, -84.3444069993414 33.77652199883162, -84.34458599972885 33.77628899882405, -84.34476699985612 33.77599699947255, -84.34487599967498 33.77575399883289, -84.34494399978401 33.77549399933002, -84.34497099932291 33.77529999934506, -84.34494799976024 33.77506299968854, -84.34489199985074 33.77477599876845, -84.34459800089562 33.77447399951468, -84.34441200015274 33.77425899938501, -84.34430999934054 33.77412299911283, -84.34425800023246 33.77400199917873, -84.34416400047927 33.77378899906972, -84.34403399975245 33.77341399873117, -84.34383099977239 33.77275899914647, -84.34376699995406 33.7727629990228, -84.34345699975476 33.77275099922073, -84.34321499979828 33.77271199890301, -84.34299400008614 33.77265599941126, -84.34283299956392 33.77264399897418, -84.34264999990016 33.77267399886115, -84.34232400029323 33.77273499883164, -84.34179699943549 33.77281699924046, -84.3417019994518 33.77212399857878, -84.34165699996628 33.77179099914059, -84.3416179990854 33.77120899910347, -84.34243400013781 33.77120799901746, -84.3424680002931 33.77119999969709, -84.3431620000477 33.77123199929131, -84.34321300043136 33.77124199926835, -84.34335299922063 33.7712699988, -84.34357300000831 33.7713419997969, -84.34378500006096 33.77137199923634, -84.34398699973809 33.77136799915283, -84.34424100045374 33.77133999977784, -84.34457800068594 33.77126299985556, -84.34485299946837 33.77119099932716, -84.34499600016721 33.77115299894674, -84.34524100071789 33.77109899907556, -84.34545400070779 33.77108699957088, -84.34582799908982 33.77107799872144, -84.34662899959963 33.77107999883986, -84.34898200024961 33.77108099922672, -84.34898200024961 33.77108099922678, -84.3489779996589 33.77168199899056, -84.34897529946799 33.77209781999675, -84.34897399957156 33.77229799834785, -84.34897348285338 33.7723698134886, -84.34897299944836 33.77243699853669, -84.3489620001546 33.77384399903896, -84.34895700019159 33.7744299990067, -84.34895700024545 33.77444899855809, -84.34892000003788 33.77501099910888, -84.34891029221353 33.77503688675635, -84.34890799986964 33.77504299969804, -84.3489030929685 33.77510167997274, -84.34888400061745 33.77532999924045, -84.348830999063 33.77596299983794, -84.34882500000181 33.77631499965189, -84.34882059830453 33.77696278747548, -84.34881900002983 33.7771979991502, -84.34878855534188 33.77815720670709, -84.34873799930752 33.77974999903394, -84.3486969999486 33.78186199900836, -84.34866615176874 33.78269262836969, -84.34865599909193 33.78296599899404, -84.34825199994482 33.78297199921229, -84.34814399977573 33.78297299923919, -84.3481410003543 33.78304499864186, -84.34805799949191 33.78304099921992, -84.34805699988823 33.78305999910209, -84.34760000084678 33.78305399926089, -84.34729399943562 33.7830519987138, -84.34729399966696 33.78292299906526, -84.34730900019036 33.78269899888473, -84.34737399984958 33.78151499901487, -84.3474369998151 33.78039999899887, -84.3474390001014 33.78023799875053, -84.34648499975773 33.77984399920339, -84.34598700018329 33.7796379990337, -84.3458030002178 33.77955999942974, -84.34550499950831 33.77944699871825, -84.34519000017939 33.77932799900449, -84.34507000012897 33.77932399881269))"
3,G13008900203001,13,089,020300,1,130890203001,Block Group 1,G5030,S,488527.0,0.0,+33.7682655,-084.3296078,4405.19317175,488525.968775,2015-2019,Georgia,DeKalb County,89,20300,1,15000US130890203001,1028,917,0.892023346303502,G13008900201001,13,089,020100,1,130890201001,Block Group 1,G5030,S,1093989.0,11802.0,+33.7998709,-084.3432667,5147.48480366,1105789.96974,Georgia,DeKalb County,20300,1,1028,917,0.892023346,133289.0,"POLYGON ((-84.33002899989586 33.77351599926577, -84.33006299966246 33.77252499888866, -84.33037199970892 33.77272199896549, -84.33040499942305 33.77274499967474, -84.33043300044139 33.77271199853001, -84.33141600088879 33.77164799948715, -84.3312470001312 33.77164799948687, -84.33065000024465 33.77164399902474, -84.33044699973577 33.77164099857743, -84.32883900083993 33.77162999943351, -84.32886200004437 33.77154999929692, -84.32904499946203 33.77099999868275, -84.32902600008569 33.77055299926532, -84.32860899956128 33.77055699933091, -84.3284269998896 33.77145899971281, -84.32843700007597 33.76888099929879, -84.32837599923577 33.76786999978354, -84.32831000004283 33.7678839993098, -84.32679899999378 33.76787099916142, -84.3267859999913 33.76919099933619, -84.3267819997097 33.76968899865648, -84.32554300071632 33.76967699884759, -84.32470700010907 33.7696669989485, -84.32463900051361 33.76938099878861, -84.32461599958566 33.76918799897047, -84.32461499967481 33.76909899969407, -84.32461499922746 33.7690109993381, -84.32465399938583 33.76839399976804, -84.32467900047044 33.76819699895891, -84.32479000007365 33.76783999901082, -84.3249330006239 33.76744299840613, -84.32514900024771 33.76712499924469, -84.3253660003997 33.76686899945503, -84.32548999990767 33.76668399912036, -84.32557600056393 33.76652999884028, -84.3256000003088 33.76635299916612, -84.32559700045846 33.76603099905864, -84.32556999961794 33.76571799951042, -84.32525499940711 33.76480999909096, -84.32630400078634 33.76483299922867, -84.32789599978111 33.76486699953744, -84.328662999784 33.76485799920369, -84.32949499996774 33.76485999907104, -84.33011899992827 33.76484799990323, -84.33060500036341 33.7648449992511, -84.33183399974689 33.76485199924064, -84.33217600039332 33.76485999917286, -84.33299699998751 33.76485799929636, -84.33300000004046 33.76535099908616, -84.33298699986921 33.76748199910359, -84.33302199965286 33.76901799893993, -84.3330339999944 33.77052799881997, -84.33303000062372 33.77162799953383, -84.33299100027521 33.77172299950482, -84.33285700056024 33.77186299906089, -84.33271599989602 33.77198499912532, -84.33255299994381 33.77212799882957, -84.33222700011183 33.77237299900995, -84.33203199993694 33.7725359991712, -84.33188000012619 33.77269099877374, -84.33168300009498 33.77295799955811, -84.33138599953124 33.77338099888258, -84.33124899995923 33.77343199868351, -84.33107400023589 33.77351699955026, -84.33093299947443 33.77362899902042, -84.33087400029635 33.77368499863529, -84.33078700038152 33.77382199911227, -84.33072600008111 33.77407699876021, -84.33064199972237 33.77433199867436, -84.33055999963987 33.77448299840552, -84.33045599998057 33.77460899907048, -84.33025600038812 33.77475299929002, -84.33002900045084 33.77489299834488, -84.33001799947726 33.77385099963206, -84.33002899989586 33.77351599926577))"
4,G13008900203002,13,089,020300,2,130890203002,Block Group 2,G5030,S,615965.0,0.0,+33.7669034,-084.3361298,3780.34032304,615965.3264,2015-2019,Georgia,DeKalb County,89,20300,2,15000US130890203002,969,890,0.918472652218782,G13008900201001,13,089,020100,1,130890201001,Block Group 1,G5030,S,1093989.0,11802.0,+33.7998709,-084.3432667,5147.48480366,1105789.96974,Georgia,DeKalb County,20300,2,969,890,0.918472652,163571.0,"POLYGON ((-84.33299699998751 33.76485799929636, -84.33294900063935 33.762136999202, -84.3322070002158 33.76191799938137, -84.3314240003229 33.7616979991788, -84.33104400043088 33.76155499884882, -84.3310880001801 33.76129399933996, -84.33110100055286 33.76121399967079, -84.33121800031289 33.76126199913762, -84.3318960002818 33.76154199881314, -84.33287500063302 33.76191699944537, -84.33329700040282 33.76204499926555, -84.33380800000209 33.76218399855738, -84.33405199928089 33.76223499966736, -84.33460799995149 33.76231799917116, -84.33492400019183 33.76235699860073, -84.33534499969596 33.76237999897786, -84.33570000057145 33.76238699925543, -84.33596799985828 33.76238399920597, -84.33622000003683 33.76237599914948, -84.33653900016375 33.76235299894492, -84.33680799990314 33.76232199874487, -84.33748399978197 33.76222199909226, -84.33860100000201 33.76204099915485, -84.33863299997267 33.76215799887009, -84.33870500032407 33.76226299863302, -84.33870000034695 33.76237099939122, -84.33880899928867 33.76257399915784, -84.33855799941186 33.76262099948962, -84.33876500031899 33.76318799915786, -84.33911999947024 33.76314899964216, -84.33921699927025 33.76326299936516, -84.33950499994744 33.76387599868436, -84.3399770003322 33.76486299949062, -84.33941600027443 33.7648559990978, -84.33941100085624 33.7659509988661, -84.33938599995817 33.76689399963148, -84.33934399960506 33.76849999921082, -84.3393399999935 33.76997099895674, -84.3393130002049 33.77105499868141, -84.33932199935617 33.77113999929554, -84.33925799984362 33.77161299956252, -84.33891500009554 33.77161199903448, -84.33669700027765 33.77160999933912, -84.33593600003304 33.77161099941602, -84.33592399980935 33.77163099941467, -84.33587000023796 33.77165999916978, -84.33574599931741 33.77167699863709, -84.33526799980579 33.77166099896376, -84.33428100059379 33.77165499841874, -84.33416299980149 33.77164699957552, -84.33303000062372 33.77162799953383, -84.3330339999944 33.77052799881997, -84.33302199965286 33.76901799893993, -84.33298699986921 33.76748199910359, -84.33300000004046 33.76535099908616, -84.33299699998751 33.76485799929636))"
5,G13008900203003,13,089,020300,3,130890203003,Block Group 3,G5030,S,834902.0,0.0,+33.7639743,-084.3245479,5358.13143393,834902.153226,2015-2019,Georgia,DeKalb County,89,20300,3,15000US130890203003,2479,2121,0.855586930213796,G13008900201001,13,089,020100,1,130890201001,Block Group 1,G5030,S,1093989.0,11802.0,+33.7998709,-084.3432667,5147.48480366,1105789.96974,Georgia,DeKalb County,20300,3,2479,2121,0.85558693,146417.0,"POLYGON ((-84.3126490002099 33.76541599887696, -84.31249999943505 33.76542499909785, -84.31249700030348 33.76525299972231, -84.31249500020797 33.76514199829582, -84.31249500061939 33.76509699933528, -84.31255700009579 33.76509199929879, -84.31306600004892 33.76505199882504, -84.31385299979252 33.76498399982059, -84.31446900011828 33.76493099883033, -84.31465900074265 33.76490999848422, -84.3148719997355 33.76487999916806, -84.31518900032991 33.7648229994079, -84.31550100052773 33.76475199906229, -84.31580799999712 33.76466499960434, -84.3161959995162 33.76452799959065, -84.31678500020345 33.76427299923342, -84.31696899999247 33.76417699959315, -84.31724199974387 33.76403599941887, -84.31744399957716 33.76392299888685, -84.31780899969118 33.76370599923604, -84.31922799983992 33.76285599971688, -84.31965100053544 33.76260799883593, -84.31967300052632 33.7626629998928, -84.32224800059319 33.7611889992712, -84.32269300064038 33.76094199966734, -84.32312600037049 33.76074799967542, -84.32328499977838 33.76068199875631, -84.32359699967429 33.76055299934644, -84.32405099951458 33.76039399873522, -84.32454299973645 33.76024399908948, -84.32499500050858 33.76014199898819, -84.32561000039541 33.7600459989788, -84.32582099944209 33.76002699965733, -84.3259069995478 33.76001999882129, -84.32630100063693 33.76000999963996, -84.3265010002404 33.76001499894567, -84.32662900015373 33.76001699925346, -84.32673900017421 33.76001999916197, -84.3271040008772 33.76004399914486, -84.32744799972598 33.76007399837906, -84.32785099981574 33.76013799895308, -84.32817200010462 33.76019899876188, -84.32853099963093 33.7602799996425, -84.32890999989733 33.76039399887208, -84.32909599906446 33.76045499956601, -84.32927899986639 33.76051399976223, -84.32958700017308 33.7606259993735, -84.33024099973937 33.76088599972429, -84.33110100055286 33.76121399967079, -84.3310880001801 33.76129399933996, -84.33104400043088 33.76155499884882, -84.3314240003229 33.7616979991788, -84.3322070002158 33.76191799938137, -84.33294900063935 33.762136999202, -84.33299699998751 33.76485799929636, -84.33217600039332 33.76485999917286, -84.33183399974689 33.76485199924064, -84.33060500036341 33.7648449992511, -84.33011899992827 33.76484799990323, -84.32949499996774 33.76485999907104, -84.328662999784 33.76485799920369, -84.32789599978111 33.76486699953744, -84.32630400078634 33.76483299922867, -84.32525499940711 33.76480999909096, -84.32556999961794 33.76571799951042, -84.32559700045846 33.76603099905864, -84.3256000003088 33.76635299916612, -84.32557600056393 33.76652999884028, -84.32548999990767 33.76668399912036, -84.3253660003997 33.76686899945503, -84.32514900024771 33.76712499924469, -84.3249330006239 33.76744299840613, -84.32479000007365 33.76783999901082, -84.32467900047044 33.76819699895891, -84.32465399938583 33.76839399976804, -84.32461499922746 33.7690109993381, -84.32461499967481 33.76909899969407, -84.32461599958566 33.76918799897047, -84.32463900051361 33.76938099878861, -84.32470700010907 33.7696669989485, -84.32294100031298 33.76964899917839, -84.32293999966508 33.76910599870705, -84.32291499978754 33.76778599916337, -84.32102299934951 33.76778099866687, -84.32101600068778 33.76757599935755, -84.31996400023429 33.76756199858568, -84.31979000077352 33.76755799956189, -84.31907500005126 33.76612899904257, -84.31904900055039 33.76612899934679, -84.31895699943085 33.76612899938889, -84.31890199965615 33.76612899960721, -84.31842899916403 33.76612899907415, -84.3169939999035 33.76613299987785, -84.31699500006999 33.76590899922554, -84.31699600039542 33.76561999908809, -84.31698799943639 33.76502099938627, -84.31698499947785 33.76482199899343, -84.31694599909633 33.76482299963497, -84.31652299972426 33.76482399891129, -84.31646799958273 33.7648259990882, -84.31643000055713 33.76482699950051, -84.31634399998995 33.7648269998078, -84.31622499966323 33.76482799936184, -84.31611800033431 33.7648289984113, -84.31609199986038 33.7648369992982, -84.31587300045589 33.76491199891216, -84.31581599946487 33.76498799843637, -84.31577000037534 33.7650479986883, -84.31549299986965 33.76512299851145, -84.31460200004375 33.7652869989728, -84.31373399983622 33.76537199936298, -84.3126490002099 33.76541599887696))"
6,G13008900204001,13,089,020400,1,130890204001,Block Group 1,G5030,S,621348.0,0.0,+33.7680401,-084.3441599,3185.20273405,621347.708289,2015-2019,Georgia,DeKalb County,89,20400,1,15000US130890204001,1738,1484,0.85385500575374,G13008900201001,13,089,020100,1,130890201001,Block Group 1,G5030,S,1093989.0,11802.0,+33.7998709,-084.3432667,5147.48480366,1105789.96974,Georgia,DeKalb County,20400,1,1738,1484,0.853855006,87409.0,"POLYGON ((-84.33932199935617 33.77113999929554, -84.3393130002049 33.77105499868141, -84.3393399999935 33.76997099895674, -84.33934399960506 33.76849999921082, -84.33938599995817 33.76689399963148, -84.33941100085624 33.7659509988661, -84.33941600027443 33.7648559990978, -84.3399770003322 33.76486299949062, -84.34174300048728 33.76488099920305, -84.34324800021824 33.764913998696, -84.3443410005295 33.76490299922721, -84.34473100062141 33.76490599969298, -84.34554599995228 33.76491899906657, -84.3457640005675 33.7649189991602, -84.34685699981415 33.76494699904906, -84.34702899988991 33.76495899947103, -84.34806100023073 33.76497299874526, -84.34920599995984 33.76495699941037, -84.3492043649394 33.76498697384462, -84.34920299988664 33.76501199900813, -84.34919547600023 33.76518104014515, -84.34918800022108 33.76534899968254, -84.34917819138781 33.76537924337691, -84.34915200019711 33.76545999886782, -84.34906900012263 33.76571399937827, -84.34905614849717 33.76592219431313, -84.34904399991875 33.76611899888923, -84.34903760855764 33.76652646086604, -84.34902400030228 33.7673939993228, -84.34901199942014 33.76782399938637, -84.34899900049308 33.76827599907322, -84.34899700011846 33.76864199936082, -84.34899500036175 33.76903099881743, -84.34899500038208 33.76920510867436, -84.34899500039116 33.76928299887491, -84.34899550372069 33.7693975478329, -84.34899699967951 33.76973799970254, -84.34899799696282 33.76999720928978, -84.34899800000181 33.76999799916302, -84.34899663132225 33.77004704618414, -84.34898600060271 33.77042799884228, -84.34898200024961 33.77108099922672, -84.34662899959963 33.77107999883986, -84.34582799908982 33.77107799872144, -84.34545400070779 33.77108699957088, -84.34524100071789 33.77109899907556, -84.34499600016721 33.77115299894674, -84.34485299946837 33.77119099932716, -84.34457800068594 33.77126299985556, -84.34424100045374 33.77133999977784, -84.34398699973809 33.77136799915283, -84.34378500006096 33.77137199923634, -84.34357300000831 33.7713419997969, -84.34335299922063 33.7712699988, -84.34321300043136 33.77124199926835, -84.3431620000477 33.77123199929131, -84.3424680002931 33.77119999969709, -84.34243400013781 33.77120799901746, -84.3416179990854 33.77120899910347, -84.33985800090279 33.77118599930691, -84.33946800015485 33.77118699866291, -84.33937399908913 33.77117499943256, -84.33932199935617 33.77113999929554))"
